card_id,playerClass,type,name,set,text,cost,attack,health,rarity,collectible,flavor,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability
MIS_902,WARRIOR,SPELL,Part Scrapper,WHIZBANGS_WORKSHOP,"Lose up to 5 Armor.
Your next Mech costs
that much less.",2,,,COMMON,true,"""Goodbye! Goodbye! Goodbye!""",,,,,,
MIS_903,ROGUE,SPELL,Dubious Purchase,WHIZBANGS_WORKSHOP,"Draw 3 cards.
<b>Combo:</b> Destroy a random enemy minion.",4,,,COMMON,true,Beauty is in the eye of the scorpidholder.,,,,,,
MIS_911,DEMONHUNTER,MINION,Gibbering Reject,WHIZBANGS_WORKSHOP,"After your hero attacks, summon another Gibbering Reject.",4,3,3,RARE,true,Don't get it wet or feed it after midnight.,DEMON,,,,,
MIS_914,HUNTER,MINION,Product 9,WHIZBANGS_WORKSHOP,<b>Battlecry:</b> Recast every friendly <b>Secret</b> that triggered this game.,5,4,4,LEGENDARY,true,We're fresh out of Toyrantus right now but lemme show you something we have that's just as good!,BEAST,,,,,
MIS_916,NEUTRAL,MINION,Pro Gamer,WHIZBANGS_WORKSHOP,"[x]<b>Battlecry:</b> Challenge your
opponent to a game of
Rock-Paper-Scissors! The
winner draws 2 cards.",2,2,3,EPIC,true,Wow... who could have guessed? Another rock user ruining the meta for everyone as usual.,,,,,,
MIS_918,PALADIN,MINION,Flickering Lightbot,WHIZBANGS_WORKSHOP,"[x]<b>Gigantify</b>
Costs (1) less for each
Holy spell you've cast
this game.",5,3,3,RARE,true,"These bots are sent out with nearly drained batteries, for dramatic effect.",MECHANICAL,,,,,
MIS_919,PRIEST,LOCATION,Puppet Theatre,WHIZBANGS_WORKSHOP,"[x]Choose an enemy
minion. Get a 1/1 copy
of it that costs (1).",4,,2,COMMON,true,AUDIENCE PARTICIPATION TIME!,,,,,,
NEW1_003,WARLOCK,SPELL,Sacrificial Pact,LEGACY,Destroy a friendly Demon. Restore #5 Health to your hero.,0,,,FREE,true,This is the reason that Demons never really become friends with Warlocks.,,,,,,
NEW1_004,ROGUE,SPELL,Vanish,LEGACY,Return all minions to their owner's hand.,6,,,COMMON,true,,,,,,,
NEW1_005,ROGUE,MINION,Kidnapper,EXPERT1,<b>Combo:</b> Return a minion to its owner's hand.,6,5,3,EPIC,true,He just wants people to see his vacation photos.,UNDEAD,,,Return a minion to hand.,,
NEW1_007,DRUID,SPELL,Starfall,EXPERT1,"<b>Choose One -</b>
Deal $5 damage to a minion; or $2 damage to all enemy minions.",5,,,RARE,true,Is the sky falling?  Yes.  Yes it is.,,,,,,
NEW1_008,DRUID,MINION,Ancient of Lore,EXPERT1,<b>Choose One -</b> Draw 2 cards; or Restore #7 Health.,7,7,7,EPIC,true,"Go ahead, carve your initials in him.",,,,,,
NEW1_010,SHAMAN,MINION,Al'Akir the Windlord,EXPERT1,"<b>Charge, Divine Shield, Taunt, Windfury</b>",8,3,6,LEGENDARY,true,He is the weakest of the four Elemental Lords.  And the other three don't let him forget it.,ELEMENTAL,,,,,
NEW1_011,WARRIOR,MINION,Kor'kron Elite,LEGACY,<b>Charge</b>,4,4,3,FREE,true,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,,,,,,
NEW1_012,MAGE,MINION,Mana Wyrm,EXPERT1,"Whenever you cast a spell, gain +1 Attack.",1,1,3,COMMON,true,"These wyrms feed on arcane energies, and while they are generally considered a nuisance rather than a real threat, you really shouldn't leave them alone with a bucket of mana.",,,,,,
NEW1_014,ROGUE,MINION,Master of Disguise,EXPERT1,<b>Battlecry:</b> Give a friendly minion <b>Stealth</b> until your next turn.,4,4,4,RARE,true,"She's actually a male tauren.  People don't call him ""Master of Disguise"" for nothing.",,,,Give <b>Stealth</b>.,,
NEW1_016,NEUTRAL,MINION,Captain's Parrot,LEGACY,<b>Battlecry:</b> Draw a Pirate from your deck.,2,1,1,EPIC,true,Pirates and Parrots go together like Virmen and Carrots.,BEAST,Unlocked when you have all the Pirates from the Legacy Set.,,,,
NEW1_017,NEUTRAL,MINION,Hungry Crab,EXPERT1,<b>Battlecry:</b> Destroy a Murloc and gain +2/+2.,1,1,2,EPIC,true,Murloc.  It's what's for dinner.,BEAST,,,Destroy a Murloc.,,
NEW1_018,NEUTRAL,MINION,Bloodsail Raider,EXPERT1,"<b>Battlecry:</b> Gain Attack equal to the Attack
of your weapon.",2,2,3,COMMON,true,"""I only plunder on days that end in 'y'.""",PIRATE,,,,,
NEW1_019,NEUTRAL,MINION,Knife Juggler,EXPERT1,"[x]After you summon a
minion, deal 1 damage
to a random enemy.",2,3,2,RARE,true,Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.,,,,,,
NEW1_020,NEUTRAL,MINION,Wild Pyromancer,EXPERT1,"After you cast a spell, deal 1 damage to ALL minions.",2,3,2,RARE,true,BOOM BABY BOOM!  BAD IS GOOD!  DOWN WITH GOVERNMENT!,UNDEAD,,,,,
NEW1_021,NEUTRAL,MINION,Doomsayer,EXPERT1,"At the start of your turn, destroy ALL minions.",2,0,7,EPIC,true,He's almost been right so many times. He was <i>sure</i> it was coming during the Cataclysm.,,,,,,
NEW1_022,NEUTRAL,MINION,Dread Corsair,EXPERT1,"<b>Taunt</b>
Costs (1) less per Attack of your weapon.",4,3,3,COMMON,true,"""Yarrrr"" is a pirate word that means ""Greetings, milord.""",PIRATE,,,,,
NEW1_023,NEUTRAL,MINION,Faerie Dragon,EXPERT1,<b>Elusive</b>,2,3,2,COMMON,true,Adorable.  Immune to Magic.  Doesn't pee on the rug.  The perfect pet!,DRAGON,,,,,
NEW1_024,NEUTRAL,MINION,Captain Greenskin,EXPERT1,<b>Battlecry:</b> Give your weapon +1/+1.,5,5,4,LEGENDARY,true,He was <i>this close</i> to piloting a massive juggernaut into Stormwind Harbor. If it weren't for those pesky kids!,PIRATE,,,,,
NEW1_025,NEUTRAL,MINION,Bloodsail Corsair,EXPERT1,"[x]<b>Battlecry:</b> Remove
1 Durability from your
opponent's weapon.",1,1,2,RARE,true,"Every pirate uses the same four digits to access Automated Gold Dispensers.  It's called the ""Pirate's Code"".",PIRATE,,,,,
NEW1_026,NEUTRAL,MINION,Violet Teacher,EXPERT1,"Whenever you cast a spell, summon a 1/1 Violet Apprentice.",4,3,5,RARE,true,"If you don't pay attention, you may be turned into a pig.  And then you get your name on the board.",,,,,,
NEW1_027,NEUTRAL,MINION,Southsea Captain,EXPERT1,Your other Pirates have +1/+1.,3,3,3,EPIC,true,"When he saves enough plunder, he's going to commission an enormous captain's hat.  He has hat envy.",PIRATE,,,,,
NEW1_029,NEUTRAL,MINION,Millhouse Manastorm,EXPERT1,<b>Battlecry:</b> Enemy spells cost (0) next turn.,2,4,4,LEGENDARY,true,"""I'm gonna light you up, sweetcheeks!""",,,,,,
NEW1_030,NEUTRAL,MINION,Deathwing,EXPERT1,<b>Battlecry:</b> Destroy all other minions and discard your hand.,10,12,12,LEGENDARY,true,"Once a noble dragon known as Neltharion, Deathwing lost his mind and shattered Azeroth before finally being defeated.  Daddy issues?",DRAGON,,,,,
NEW1_031,HUNTER,SPELL,Animal Companion,LEGACY,Summon a random Beast Companion.,3,,,FREE,true,"You could summon Misha, Leokk, or Huffer!  Huffer is more trouble than he's worth.",,,,,,
NEW1_036,WARRIOR,SPELL,Commanding Shout,EXPERT1,Your minions can't be reduced below 1 Health this turn. Draw a card.,2,,,RARE,true,"""Shout! Shout! Let it all out!"" - Advice to warriors-in-training",,,,,,
NEW1_037,NEUTRAL,MINION,Master Swordsmith,EXPERT1,"At the end of your turn, give another random friendly minion +1 Attack.",2,1,3,RARE,true,"He's currently trying to craft a ""flail-axe"", but all the other swordsmiths say it can't be done.",,,,,,
NEW1_038,NEUTRAL,MINION,Gruul,EXPERT1,"At the end of each turn, gain +1/+1 .",8,7,7,LEGENDARY,true,"He's Gruul ""the Dragonkiller"".  He just wanted to cuddle them… he never meant to…",,,,,,
NEW1_040,NEUTRAL,MINION,Hogger,EXPERT1,"At the end of your turn, summon a 2/2 Gnoll with <b>Taunt</b>.",6,4,4,LEGENDARY,true,"Hogger is super powerful. If you kill him, it's because he <i>let</i> you.",,,,,,
NEW1_041,NEUTRAL,MINION,Stampeding Kodo,EXPERT1,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,5,3,5,RARE,true,This Kodo is so big that he can stampede by <i>himself</i>.,BEAST,,,,,
NX2_001,MAGE,SPELL,Tear Reality,RETURN_OF_THE_LICH_KING,"[x]Add 2 random
Mage spells from the
past to your hand.
They cost (2) less.",4,,,COMMON,true,"One time it gave me a black flower, a smiling pot, and a foil first edition Dracthyr.",,,,,,
NX2_002,MAGE,MINION,Spectral Trainee,RETURN_OF_THE_LICH_KING,"After you cast a spell,
deal 1 damage to all enemy minions.",3,1,4,RARE,true,"After graduating at the top of her class from Scholomance, she was granted an eternal scholarship to study abroad in Naxxramas.",UNDEAD,,,,,
NX2_003,MAGE,MINION,Whirlweaver,RETURN_OF_THE_LICH_KING,"[x]<b>Battlecry:</b> If you've cast a
spell last turn, <b>Discover</b>
an Elemental.",3,4,3,RARE,true,"Of all the creations from the Construct Quarter, a naga combined with water is the most intuitive.",ELEMENTAL,,,,,
NX2_004,ROGUE,SPELL,Ransack,RETURN_OF_THE_LICH_KING,"Deal $1 damage to a minion. If you've played a card from another class this turn, deal $4 instead.",0,,,COMMON,true,"""Fred's a talking ghoul. He can do whatever he wants.""
""I want to steal!""",,,,,,
NX2_005,ROGUE,MINION,Stitched Creation,RETURN_OF_THE_LICH_KING,"<b>Combo:</b> Gain +2/+2.
<b>Infuse ({0}):</b> Gain +3/+3. <b>Manathirst ({1}):</b> Gain +4/+4.",3,1,1,RARE,true,"To defend Naxxramas from the oncoming adventurers, the Scourge created a monstrosity the world had never seen before: an abomination wearing clothes!!",UNDEAD,,,,,
NX2_006,ROGUE,MINION,Jolly Roger,RETURN_OF_THE_LICH_KING,"After your hero
attacks, summon a
1/1 Undead Pirate.",1,1,3,COMMON,true,"That's a great pose, Roger. But this time try happier, and with your mouth open.",PIRATE,,,,,
NX2_007,SHAMAN,MINION,Frostfin Chomper,RETURN_OF_THE_LICH_KING,"[x]<b>Battlecry:</b> If you played an
Elemental last turn, summon
three 1/1 Murlocs.",3,2,3,RARE,true,"If you want good sushi, it is important to always keep your murlocs on ice.",ELEMENTAL,,,,,
NX2_008,SHAMAN,SPELL,Blazing Transmutation,RETURN_OF_THE_LICH_KING,"[x]Choose a minion.
<b>Discover</b> one that costs
(1) more to transform
it into.",1,,,COMMON,true,Congratulations! Your minion evolved into a Fire type!,,,,,,
NX2_009,SHAMAN,SPELL,Cold Storage,RETURN_OF_THE_LICH_KING,<b>Freeze</b> a minion. Add a copy of it to your hand.,1,,,RARE,true,Sapphiron's favorite treat always was popsicles.,,,,,,
NX2_010,DRUID,MINION,Death Beetle,RETURN_OF_THE_LICH_KING,"<b>Taunt</b>
<b>Manathirst (11):</b> Gain +4/+4 and <b>Charge</b>.",6,6,6,COMMON,true,Well that'll be useless next expansion. WINK WINK.,UNDEAD,,,,,
NX2_011,DRUID,SPELL,Life from Death,RETURN_OF_THE_LICH_KING,"[x]Draw 3 cards.
<b>Infuse (6):</b> This costs (1).",6,,,RARE,true,Just because you came up with a nicer name for it doesn't mean that necromancy is any more justified.,,,,,,
NX2_012,DRUID,SPELL,Rake,RETURN_OF_THE_LICH_KING,"[x]Give your hero +2 Attack
this turn. Deal damage
equal to your hero's
Attack to a minion.",2,,,RARE,true,"When you're done shredding through your enemies, use it on your leaves!",,,,,,
NX2_013,HUNTER,SPELL,ZOMBEEEES!!!,RETURN_OF_THE_LICH_KING,"<b>Secret:</b> After your opponent plays a minion, summon four 1/1 Zombees to attack it.",2,,,COMMON,true,"In your brain, in your brain, Zombees, Zombees, Zombees-ees-ees.",,,,,,
NX2_014,HUNTER,MINION,Trinket Tracker,RETURN_OF_THE_LICH_KING,"<b>Battlecry:</b> Draw a
1-Cost spell.",1,1,1,COMMON,true,"Dashing through the snow
On an undead trinket craze
Over the hills we go
Tracking all the way!",UNDEAD,,,,,
NX2_015,HUNTER,SPELL,Faithful Companions,RETURN_OF_THE_LICH_KING,"[x]<b>Discover</b> a Beast from
your deck and summon it.
<b>Manathirst (10):</b> Also
summon a copy of it.",7,,,RARE,true,That's just how they cuddle!,,,,,,
NX2_016,WARLOCK,SPELL,Nofin's Imp-ossible,RETURN_OF_THE_LICH_KING,"Give all friendly Demons and Murlocs ""<b>Deathrattle:</b> Summon a 2/2 Imploc.""",2,,,RARE,true,They have faces only a morrglr could love.,,,,,,
NX2_017,WARLOCK,SPELL,Plague Eruption,RETURN_OF_THE_LICH_KING,"Deal $2 damage to all minions. If you've discarded a card this game, deal $1 more.",3,,,COMMON,true,Be prepared! (With tissues),,,,,,
NX2_018,PRIEST,MINION,Rotting Necromancer,RETURN_OF_THE_LICH_KING,"<b>Battlecry:</b> <b>Dredge.</b> If it's an Undead, deal 5 damage to the enemy hero.",4,5,4,COMMON,true,You can't spell dredge without D-E-D.,UNDEAD,,,,,
NX2_019,PRIEST,SPELL,Mind Sear,RETURN_OF_THE_LICH_KING,"Deal $2 damage to a minion. If it dies,
deal $3 damage to the enemy hero.",1,,,COMMON,true,"Ride or die, or both.",,,,,,
NX2_020,PRIEST,SPELL,Cannibalize,RETURN_OF_THE_LICH_KING,Destroy a minion. Restore its Health to all friendly characters.,4,,,RARE,true,The Silvermoon health inspector has some choice words for the Lich King.,,,,,,
NX2_021,PALADIN,MINION,Knight of the Dead,RETURN_OF_THE_LICH_KING,"[x]<b>Battlecry:</b> Deal 5 damage
to your hero. <b>Manathirst (7):</b>
Restore 5 Health to your
hero instead.",3,5,5,COMMON,true,"A Paladin will follow their oath to slay the undead, even when they count themselves among them.",UNDEAD,,,,,
NX2_022,PALADIN,MINION,Goldwing,RETURN_OF_THE_LICH_KING,"[x]<b>Rush</b>
<b>Battlecry:</b> If you're holding
a Mech, gain <b>Windfury</b>.",4,3,5,RARE,true,"This HAS to be worth more dust, right?",DRAGON,,,,,
NX2_023,PALADIN,MINION,The Purator,RETURN_OF_THE_LICH_KING,"[x]<b>Taunt</b>
<b>Battlecry:</b> If your deck has no
Neutral cards, draw a minion
of each minion type.",5,4,6,LEGENDARY,true,"With the rise of the undead, the Curator sees it as his duty to take care of them.",MECHANICAL,,,,,
NX2_024,DEMONHUNTER,MINION,Shambling Chow,RETURN_OF_THE_LICH_KING,"<b>Rush</b>
<b>Deathrattle:</b> Deal 4 damage to your hero.",1,2,3,COMMON,true,"And step, and shamble, and step, and flip the hair!",UNDEAD,,,,,
NX2_025,DEMONHUNTER,WEAPON,Calamity's Grasp,RETURN_OF_THE_LICH_KING,<b>Deathrattle:</b> Add a random <b>Outcast</b> card to your hand.,1,1,2,RARE,true,Kel'Thuzad's personal fidget spinner.,,,,,,0
NX2_026,DEMONHUNTER,MINION,Felscale Evoker,RETURN_OF_THE_LICH_KING,"[x]<b>Battlecry:</b> If you've cast three
spells while holding this,
summon a different Demon
from your deck.@ <i>({0} left!)</i>@ <i>(Ready!)</i>",6,5,7,RARE,true,"So it’s a demon and a naga, but NOT a dragon?",DEMON,,,,,
NX2_027,WARRIOR,MINION,Fleshshaper,RETURN_OF_THE_LICH_KING,"<b>Taunt</b>. <b>Battlecry:</b> If you have 5 or more Armor, summon a copy of this.",6,3,8,COMMON,true,Even THIS is better than paper straws.,UNDEAD,,,,,
NX2_028,WARRIOR,MINION,Hookfist-3000,RETURN_OF_THE_LICH_KING,"After your hero attacks, gain 4 Armor and
draw a card.",3,4,3,COMMON,true,But wait! There's more!,PIRATE,,,,,
NX2_029,WARRIOR,SPELL,Training Session,RETURN_OF_THE_LICH_KING,"<b>Discover</b> a <b>Taunt</b> minion. If you play it this turn, repeat this.",1,,,RARE,true,Instructor Razuvious's training turns the Scourge's Death Knights into hardened killing machines. His merciless routines focus on breaking down his underlings until they build up a resistance to his strength.,,,,,,
NX2_032,NEUTRAL,MINION,Lost Exarch,RETURN_OF_THE_LICH_KING,"[x]<b>Deathrattle</b>: Spend all your
Mana. Summon that many
 2/2 Zombies with <b>Rush</b>.",4,5,4,RARE,true,She resisted the temptation of the Burning Legion's power only to fall victim to the Scourge.,UNDEAD,,,,,
NX2_033,NEUTRAL,MINION,"Thaddius, Monstrosity",RETURN_OF_THE_LICH_KING,"[x]<b>Taunt</b>. Your odd-Cost
cards cost (2) less. <i>(Swaps
polarity each turn!)</i>",10,11,11,LEGENDARY,true,"Feugen is positive that Thaddius will see play, but Stalagg seems negative about it.",UNDEAD,,,,,
NX2_034,NEUTRAL,MINION,"Rivendare, Warrider",RETURN_OF_THE_LICH_KING,<b>Deathrattle:</b> Shuffle the other 3 Horsemen into your deck.,6,6,6,LEGENDARY,true,"More like the 4 Horsemen of the ""Can't Get Here On Time.""",UNDEAD,,,,,
NX2_035,DEATHKNIGHT,MINION,Rimescale Siren,RETURN_OF_THE_LICH_KING,"[x]<b>Battlecry:</b> If you've cast three
spells while holding this,
<b>Freeze</b> 3 random enemy
minions.@ <i>({0} left!)</i>@ <i>(Ready!)</i>",3,2,3,COMMON,true,She will freeze the Scourge dead in their tracks.,UNDEAD,,,,,
NX2_036,DEATHKNIGHT,LOCATION,Construct Quarter,RETURN_OF_THE_LICH_KING,"[x]Destroy a friendly
minion to summon a
4/5 Undead with <b>Rush</b>.",3,,3,RARE,true,It's not alive! IT'S NOT ALIIIIIVE!!!,,,,,,
NX2_037,DEATHKNIGHT,MINION,Frost Queen Sindragosa,RETURN_OF_THE_LICH_KING,"<b>Colossal +2</b>
After an enemy minion is <b>Frozen</b>, destroy it.",7,6,6,LEGENDARY,true,"With her final breath, Sindragosa cursed her consort and all who abandoned her to die in Icecrown. When she was reborn by the hands of the Lich King, her first freezing exhale wrought only pain.",DRAGON,,,,,
NX2_044,WARLOCK,MINION,Suspicious Peddler,RETURN_OF_THE_LICH_KING,"[x]<b>Battlecry:</b> <b>Discover</b>
a 1-Cost card. If your
opponent guesses your
  choice, they get a copy.",2,2,3,RARE,true,The best snake oil this side of Azeroth.,UNDEAD,,,,,
NX2_050,NEUTRAL,MINION,Mistake,RETURN_OF_THE_LICH_KING,<i>This has all minion types</i>.,1,1,3,EPIC,true,We like to think of it as a happy accident.,ALL,,,,,
NX2_051,NEUTRAL,MINION,Darkfallen Shadow,RETURN_OF_THE_LICH_KING,"<b>Rush</b>
<b>Manathirst (6):</b> Gain <b>Reborn</b>.",3,3,3,COMMON,true,Manathirst AND Reborn?! Pick a side!,UNDEAD,,,,,
OG_006,PALADIN,MINION,Vilefin Inquisitor,OG,<b>Battlecry:</b> Your Hero Power becomes 'Summon a   1/1 Murloc.',1,1,3,EPIC,true,Nobody expects the Vilefin Inquisition!,MURLOC,,,,,
OG_023,SHAMAN,SPELL,Primal Fusion,OG,Give a minion +1/+1 for each of your Totems.,1,,,COMMON,true,Golce and Dabbana have a new line of Earth Totems available at vendors everywhere this holiday season.,,,,,,
OG_024,SHAMAN,MINION,Flamewreathed Faceless,OG,<b>Overload:</b> (2),4,7,7,COMMON,true,He's on fire! Boomshakalaka!,,,,,,
OG_026,SHAMAN,MINION,Eternal Sentinel,OG,<b>Battlecry:</b> Unlock your <b>Overloaded</b> Mana Crystals.,2,3,2,EPIC,true,Just try to avoid eye contact.,,,,,,
OG_027,SHAMAN,SPELL,Evolve,OG,Transform your minions into random minions that cost (1) more.,1,,,RARE,true,"So you say you want an evolution. Well, you know. We all want to change the board.",,,,,,
OG_028,SHAMAN,MINION,Thing from Below,OG,"[x]<b>Taunt</b>
Costs (1) less for each
Totem you've summoned
this game.",6,5,5,RARE,true,Just can't resist the opportunity to hang around with a bunch of totems.,,,,,,
OG_031,SHAMAN,WEAPON,Hammer of Twilight,OG,<b>Deathrattle:</b> Summon a 4/2 Elemental.,5,4,2,EPIC,true,Stop! It's Twilight Hammer time.,,,,,,0
OG_033,WARRIOR,WEAPON,Tentacles for Arms,OG,<b>Deathrattle:</b> Return this to your hand.,5,2,2,EPIC,true,That's right. Garrosh just slapped you to death with a tentacle.,,,,,,0
OG_034,NEUTRAL,MINION,Silithid Swarmer,OG,Can only attack if your hero attacked this turn.,3,3,5,RARE,true,"If your hero doesn't attack, it's just ""Silithid Loner"".",BEAST,,,,,
OG_042,NEUTRAL,MINION,"Y'Shaarj, Rage Unbound",OG,"At the end of your turn, put a minion from your deck into the battlefield.",10,10,10,LEGENDARY,true,"When he's working out, he binds all that rage back into a ponytail.",,,,,,
OG_044,DRUID,MINION,Fandral Staghelm,OG,Your <b>Choose One</b> cards and powers have both effects combined.,4,3,6,LEGENDARY,true,"Always manages to mention ""Back when I was creating the World Tree…"" in EVERY conversation. Sheesh! Enough already.",,,,,,
OG_045,HUNTER,SPELL,Infest,OG,"Give your minions ""<b>Deathrattle:</b> Add a random Beast to your hand.""",3,,,RARE,true,The best part is the look on their face when you jump out of the cake! Err… corpse.,,,,,,
OG_047,DRUID,SPELL,Feral Rage,OG,<b>Choose One -</b> Give your hero +4 Attack this turn; or Gain 8 Armor.,3,,,COMMON,true,Let's be honest. One option is a lot ragier than the other.,,,,,,
OG_048,DRUID,SPELL,Mark of Y'Shaarj,OG,"Give a minion +2/+2.
If it's a Beast, draw
a card.",2,,,COMMON,true,"Y'Shaarj had three sons: Mark, Theodore, and Chris.",,,,,,
OG_051,DRUID,MINION,Forbidden Ancient,OG,<b>Battlecry:</b> Spend all your Mana. Gain +1/+1 for each Mana spent.,1,1,1,EPIC,true,This Ancient was banned from the local tavern after tucking a 'Dr. Boom' up its sleeve.,,,,,,
OG_061,HUNTER,SPELL,On the Hunt,OG,"Deal $1 damage.
Summon a 1/1 Mastiff.",1,,,COMMON,true,The mastiff giggles if you don't hit any ducks.,,,,,,
OG_070,ROGUE,MINION,Bladed Cultist,OG,<b>Combo:</b> Gain +1/+1.,1,1,2,COMMON,true,He has a poor understanding of the law of diminishing returns.,,,,,,
OG_072,ROGUE,SPELL,Journey Below,OG,<b>Discover</b> a <b>Deathrattle</b> card.,1,,,RARE,true,Don't stop believing there's something below.,,,,,,
OG_073,ROGUE,SPELL,Thistle Tea,OG,Draw a card. Add 2 extra copies of it to your hand.,6,,,RARE,true,Aren't Thistles prickly?  Why would you drink them? I don't get Rogues.,,,,,,
OG_080,ROGUE,MINION,"Xaril, Poisoned Mind",OG,<b>Battlecry and Deathrattle:</b> Add a random Toxin card to your hand.,4,3,2,LEGENDARY,true,It's basically your own fault if you go around drinking weird green potions handed out by creepy mantid dudes.,,,,,,
OG_081,MAGE,SPELL,Shatter,OG,Destroy a <b>Frozen</b> minion.,2,,,COMMON,true,What's cooler than being cool?,,,,,,
OG_082,NEUTRAL,MINION,Evolved Kobold,OG,<b>Spell Damage +2</b>,4,2,2,COMMON,true,You no take tentacle!,,,,,,
OG_083,MAGE,MINION,Twilight Flamecaller,OG,<b>Battlecry:</b> Deal 1 damage to all enemy minions.,3,2,2,COMMON,true,Make sure you summon a Twilight Marshmallowcaller too! Mmmm Mmm Mmm!!,,,,,,
OG_085,MAGE,MINION,Demented Frostcaller,OG,"After you cast a spell, <b>Freeze</b> a random enemy.",4,2,4,RARE,true,He prefers that you refer to him by his nickname: 'Frostwaker.',,,,,,
OG_086,MAGE,SPELL,Forbidden Flame,OG,Spend all your Mana. Deal that much damage to a minion.,0,,,EPIC,true,WARNING: This flame is not to be used unless you are a licensed acolyte of the Old Gods.,,,,,,
OG_087,MAGE,MINION,Servant of Yogg-Saron,OG,"[x]<b>Battlecry:</b> Cast a random
 spell that costs (5) or MORE 
 <i>(targets chosen randomly)</i>.",5,5,4,RARE,true,Yogg-Saron always likes to complain about how he has too many servants and there are too many mouths to feed.,,,,,,
OG_090,MAGE,SPELL,Cabalist's Tome,OG,"Get 3 random
Mage spells.",4,,,EPIC,true,What's in there? I bet it's cookie recipes!,,,,,,
OG_094,PRIEST,SPELL,Power Word: Tentacles,OG,Give a minion +2/+6.,5,,,COMMON,true,Because you're wrapped in a protective layer of… tentacles?,,,,,,
OG_096,PRIEST,MINION,Twilight Darkmender,OG,"<b>Battlecry:</b> If your C'Thun  has at least 10 Attack, restore #10 Health to your hero.",5,6,5,RARE,true,"First she separates them from the lights, washes them in cold water, and hang-dries.",,,,,,
OG_100,PRIEST,SPELL,Shadow Word: Horror,OG,Destroy all minions with 2 or less Attack.,4,,,RARE,true,"It's more succinct than ""Shadow Word: Suck Into Vortex.""",,,,,,
OG_101,PRIEST,SPELL,Forbidden Shaping,OG,Spend all your Mana. Summon a random minion that costs that much.,0,,,EPIC,true,But the minion arrives covered in goo.,,,,,,
OG_102,NEUTRAL,MINION,Darkspeaker,OG,<b>Battlecry:</b> Swap stats with a friendly minion.,5,3,6,EPIC,true,"People often think that Darkspeaker is the arch nemesis of Lightspeaker, but that title actually belongs to Heavyspeaker.",,,,Swap stats.,,
OG_104,PRIEST,SPELL,Embrace the Shadow,OG,"This turn, your healing effects deal damage instead.",2,,,EPIC,true,For when your Auchenai Soulpriests call in sick.,,,,,,
OG_109,WARLOCK,MINION,Darkshire Librarian,OG,"<b>Battlecry:</b>
Discard a random card. <b>Deathrattle:</b>
Draw a card.",2,3,2,RARE,true,Do NOT be late with your overdue fines.,,,,,,
OG_113,WARLOCK,MINION,Darkshire Councilman,OG,"[x]After you summon a minion,
 gain +1 Attack.",3,1,5,COMMON,true,Democracy in action!,,,,,,
OG_114,WARLOCK,SPELL,Forbidden Ritual,OG,Spend all your Mana. Summon that many 1/1 Tentacles.,0,,,RARE,true,"Actually, C'Thun gives his full support for this ritual.",,,,,,
OG_116,WARLOCK,SPELL,Spreading Madness,OG,Deal $13 damage randomly split among ALL characters.,3,,,RARE,true,Most citizens of Darkshire wear those surgical masks to prevent spreading Madness to tourists.,,,,,,
OG_118,WARLOCK,SPELL,Renounce Darkness,OG,Replace your Hero Power and Warlock cards with another class's. The cards cost (1) less.,2,,,EPIC,true,SEE YA DARKNESS!,,,,,,
OG_120,MAGE,MINION,Anomalus,OG,<b>Deathrattle:</b> Deal 8 damage to all minions.,8,8,6,LEGENDARY,true,"That's short for ""Anomnomnomnomalus"".",ELEMENTAL,,,,,
OG_121,WARLOCK,MINION,Cho'gall,OG,"[x]<b>Battlecry:</b> Return all cards
you discarded this game to
your hand. They cost Health
instead of Mana.",8,8,8,LEGENDARY,true,"Even after all this time, Gul'dan still makes Cho'gall go get donuts and coffee.",,,,,,
OG_122,NEUTRAL,MINION,"Mukla, Tyrant of the Vale",OG,<b>Battlecry:</b> Add 2 Bananas to your hand.,6,5,5,LEGENDARY,true,Pro tip: DO NOT BOGART THE BANANAS.,BEAST,,,,,
OG_123,NEUTRAL,MINION,Shifter Zerus,OG,"Each turn this is in your hand, transform it into a random minion.",1,1,1,LEGENDARY,true,It's like being able to play with THREE angry chickens!,,,,,,
OG_131,NEUTRAL,MINION,Twin Emperor Vek'lor,OG,"[x]<b><b>Taunt</b>
Battlecry:</b> If your C'Thun has
at least 10 Attack, summon
another Emperor.",7,6,7,LEGENDARY,true,"Do they make decisions based on age? ""I'm two minutes older therefore we burn this village.""",,,,,,
OG_133,NEUTRAL,MINION,"N'Zoth, the Corruptor",OG,<b>Battlecry:</b> Summon your <b>Deathrattle</b> minions that died this game.,10,5,7,LEGENDARY,true,"Has not been able to get ""Under the Sea"" out of his head for like FIVE THOUSAND YEARS.",,,,,,
OG_134,NEUTRAL,MINION,"Yogg-Saron, Hope's End",OG,"[x]<b>Battlecry:</b> Cast a random
spell for each spell you've
cast this game <i>(targets
chosen randomly)</i>.",10,7,5,LEGENDARY,true,I spell your doom... Y-O-U-R D-O-O-M!,,,,,,
